date,city,temperature_c,humidity,precipitation_mm
2024-05-29,"Durham, North Carolina",21.2,53,0.0
2024-05-30,"Durham, North Carolina",20.1,57,0.06
2024-05-31,"Durham, North Carolina",18.4,49,0.0
2024-06-01,"Durham, North Carolina",19.4,48,0.0
2024-06-02,"Durham, North Carolina",21.4,58,0.02
2024-06-03,"Durham, North Carolina",22.6,75,1.87
2024-06-04,"Durham, North Carolina",23.7,77,3.36
2024-06-05,"Durham, North Carolina",23.1,82,2.45
2024-06-06,"Durham, North Carolina",24.8,78,0.36
2024-06-07,"Durham, North Carolina",23.2,60,0.0
2024-06-08,"Durham, North Carolina",21.7,53,0.0
2024-06-09,"Durham, North Carolina",23.3,60,1.11
2024-06-10,"Durham, North Carolina",22.0,55,0.0
2024-06-11,"Durham, North Carolina",20.5,62,0.0
2024-06-12,"Durham, North Carolina",22.4,70,0.0
2024-06-13,"Durham, North Carolina",25.1,60,0.0
2024-06-14,"Durham, North Carolina",25.9,57,0.01
2024-06-15,"Durham, North Carolina",24.8,59,0.06
2024-06-16,"Durham, North Carolina",24.6,56,0.0
2024-06-17,"Durham, North Carolina",25.8,58,0.0
2024-06-18,"Durham, North Carolina",25.4,56,0.0
2024-06-19,"Durham, North Carolina",24.3,60,0.0
2024-06-20,"Durham, North Carolina",25.1,58,0.0
2024-06-21,"Durham, North Carolina",26.0,56,0.0
2024-06-22,"Durham, North Carolina",28.2,57,0.0
2024-06-23,"Durham, North Carolina",29.3,57,0.0
2024-06-24,"Durham, North Carolina",28.4,55,0.53
2024-06-25,"Durham, North Carolina",26.9,48,0.0
2024-06-26,"Durham, North Carolina",29.6,58,0.04
2024-06-27,"Durham, North Carolina",26.7,68,2.68
2024-06-28,"Durham, North Carolina",26.3,68,0.06
2024-06-29,"Durham, North Carolina",29.0,62,0.14
2024-06-30,"Durham, North Carolina",28.2,70,4.07
2024-07-01,"Durham, North Carolina",23.8,62,4.76
2024-07-02,"Durham, North Carolina",22.4,54,0.0
2024-07-03,"Durham, North Carolina",24.4,59,0.0
2024-07-04,"Durham, North Carolina",27.8,63,0.21
2024-07-05,"Durham, North Carolina",28.5,68,0.18
2024-07-06,"Durham, North Carolina",26.9,81,19.97
2024-07-07,"Durham, North Carolina",26.0,87,9.36
2024-07-08,"Durham, North Carolina",25.6,85,7.65
2024-07-09,"Durham, North Carolina",27.6,77,0.49
2024-07-10,"Durham, North Carolina",29.2,68,2.24
2024-07-11,"Durham, North Carolina",27.4,59,0.03
2024-07-12,"Durham, North Carolina",23.1,97,35.56
2024-07-13,"Durham, North Carolina",27.5,76,3.41
2024-07-14,"Durham, North Carolina",28.4,67,0.56
2024-07-15,"Durham, North Carolina",29.4,58,0.05
2024-07-16,"Durham, North Carolina",28.2,68,2.63
2024-07-17,"Durham, North Carolina",28.5,68,9.98
2024-07-18,"Durham, North Carolina",24.8,87,10.29
2024-07-19,"Durham, North Carolina",23.6,84,2.1
2024-07-20,"Durham, North Carolina",24.5,87,6.07
2024-07-21,"Durham, North Carolina",25.6,76,1.29
2024-07-22,"Durham, North Carolina",25.0,78,1.15
2024-07-23,"Durham, North Carolina",25.9,81,4.71
2024-07-24,"Durham, North Carolina",26.6,77,29.05
2024-07-25,"Durham, North Carolina",22.7,96,25.98
2024-07-26,"Durham, North Carolina",23.1,91,3.35
2024-07-27,"Durham, North Carolina",24.0,74,0.01
2024-07-28,"Durham, North Carolina",25.3,64,0.0
2024-07-29,"Durham, North Carolina",23.5,75,0.36
2024-07-30,"Durham, North Carolina",25.3,80,2.38
2024-07-31,"Durham, North Carolina",27.0,73,2.43
2024-08-01,"Durham, North Carolina",28.1,63,0.1
2024-08-02,"Durham, North Carolina",28.0,71,8.55
2024-08-03,"Durham, North Carolina",24.9,86,38.02
2024-08-04,"Durham, North Carolina",24.3,85,9.99
2024-08-05,"Durham, North Carolina",25.2,79,0.2
2024-08-06,"Durham, North Carolina",24.2,85,0.24
2024-08-07,"Durham, North Carolina",25.1,85,1.53
2024-08-08,"Durham, North Carolina",24.0,95,19.86
2024-08-09,"Durham, North Carolina",24.0,93,8.84
2024-08-10,"Durham, North Carolina",25.9,78,1.14
2024-08-11,"Durham, North Carolina",25.3,75,0.2
2024-08-12,"Durham, North Carolina",25.1,61,0.02
2024-08-13,"Durham, North Carolina",22.7,85,11.74
2024-08-14,"Durham, North Carolina",23.0,73,0.01
2024-08-15,"Durham, North Carolina",24.0,69,0.0
2024-08-16,"Durham, North Carolina",23.9,70,0.18
2024-08-17,"Durham, North Carolina",26.2,68,1.38
2024-08-18,"Durham, North Carolina",24.5,81,26.78
2024-08-19,"Durham, North Carolina",23.5,74,0.36
2024-08-20,"Durham, North Carolina",21.7,64,0.0
2024-08-21,"Durham, North Carolina",20.1,64,0.0
2024-08-22,"Durham, North Carolina",20.8,69,0.01
2024-08-23,"Durham, North Carolina",20.2,65,0.0
2024-08-24,"Durham, North Carolina",21.4,62,0.0
2024-08-25,"Durham, North Carolina",22.8,63,0.0
2024-08-26,"Durham, North Carolina",24.7,57,0.0
2024-08-27,"Durham, North Carolina",27.2,61,0.0
2024-08-28,"Durham, North Carolina",28.7,58,0.0
2024-08-29,"Durham, North Carolina",28.1,63,11.37
2024-08-30,"Durham, North Carolina",24.3,86,3.85
2024-08-31,"Durham, North Carolina",25.3,82,7.22
2024-09-01,"Durham, North Carolina",25.1,80,15.06
2024-09-02,"Durham, North Carolina",23.2,85,2.96
2024-09-03,"Durham, North Carolina",19.9,58,0.0
2024-09-04,"Durham, North Carolina",19.8,75,0.08
2024-09-05,"Durham, North Carolina",20.2,75,0.0
2024-09-06,"Durham, North Carolina",21.1,81,0.46
2024-09-07,"Durham, North Carolina",21.2,75,0.2
2024-09-08,"Durham, North Carolina",18.9,58,0.0
2024-09-09,"Durham, North Carolina",19.5,63,0.0
2024-09-10,"Durham, North Carolina",21.0,59,0.0
2024-09-11,"Durham, North Carolina",21.1,60,0.0
2024-09-12,"Durham, North Carolina",20.8,71,0.03
2024-09-13,"Durham, North Carolina",22.2,71,0.0
2024-09-14,"Durham, North Carolina",22.6,77,0.88
2024-09-15,"Durham, North Carolina",21.9,77,2.99
2024-09-16,"Durham, North Carolina",18.5,93,47.16
2024-09-17,"Durham, North Carolina",20.8,97,127.96
2024-09-18,"Durham, North Carolina",23.9,88,33.4
2024-09-19,"Durham, North Carolina",21.1,91,16.78
2024-09-20,"Durham, North Carolina",24.7,81,0.0
2024-09-21,"Durham, North Carolina",23.2,83,2.48
2024-09-22,"Durham, North Carolina",25.1,78,0.0
2024-09-23,"Durham, North Carolina",21.4,78,0.0
2024-09-24,"Durham, North Carolina",23.6,90,19.57
2024-09-25,"Durham, North Carolina",24.7,87,0.0
2024-09-26,"Durham, North Carolina",24.5,87,0.0
2024-09-27,"Durham, North Carolina",23.4,96,64.94
2024-09-28,"Durham, North Carolina",23.6,85,10.59
2024-09-29,"Durham, North Carolina",22.3,88,11.2
2024-09-30,"Durham, North Carolina",24.2,84,13.08
2024-10-01,"Durham, North Carolina",20.8,93,0.0
2024-10-02,"Durham, North Carolina",21.8,83,0.0
2024-10-03,"Durham, North Carolina",21.1,85,0.0
2024-10-04,"Durham, North Carolina",19.7,91,0.0
2024-10-05,"Durham, North Carolina",22.8,74,0.0
2024-10-06,"Durham, North Carolina",20.6,79,0.0
2024-10-07,"Durham, North Carolina",21.4,67,0.0
2024-10-08,"Durham, North Carolina",18.5,61,0.0
2024-10-09,"Durham, North Carolina",16.8,70,0.0
2024-10-10,"Durham, North Carolina",16.3,49,0.0
2024-10-11,"Durham, North Carolina",14.9,62,0.0
2024-10-12,"Durham, North Carolina",17.7,57,0.0
2024-10-13,"Durham, North Carolina",20.5,62,0.0
2024-10-14,"Durham, North Carolina",20.0,56,0.0
2024-10-15,"Durham, North Carolina",13.2,56,0.0
2024-10-16,"Durham, North Carolina",12.1,59,0.0
2024-10-17,"Durham, North Carolina",11.8,59,0.0
2024-10-18,"Durham, North Carolina",13.4,57,0.0
2024-10-19,"Durham, North Carolina",15.0,51,0.0
2024-10-20,"Durham, North Carolina",15.8,62,0.0
2024-10-21,"Durham, North Carolina",16.7,68,0.0
2024-10-22,"Durham, North Carolina",17.0,66,0.0
2024-10-23,"Durham, North Carolina",18.7,63,0.0
2024-10-24,"Durham, North Carolina",17.3,62,0.0
2024-10-25,"Durham, North Carolina",14.8,69,0.0
2024-10-26,"Durham, North Carolina",18.7,75,1.24
2024-10-27,"Durham, North Carolina",13.3,54,0.0
2024-10-28,"Durham, North Carolina",13.5,65,0.0
2024-10-29,"Durham, North Carolina",16.4,64,0.0
2024-10-30,"Durham, North Carolina",19.0,75,0.0
2024-10-31,"Durham, North Carolina",19.7,76,0.0
2024-11-01,"Durham, North Carolina",18.2,75,0.01
2024-11-02,"Durham, North Carolina",11.9,58,0.0
2024-11-03,"Durham, North Carolina",12.3,59,0.0
2024-11-04,"Durham, North Carolina",12.3,79,0.0
2024-11-05,"Durham, North Carolina",17.0,82,0.0
2024-11-06,"Durham, North Carolina",19.3,84,0.0
2024-11-07,"Durham, North Carolina",19.3,89,0.0
2024-11-08,"Durham, North Carolina",20.3,77,0.0
2024-11-09,"Durham, North Carolina",13.9,56,0.0
2024-11-10,"Durham, North Carolina",11.2,74,0.0
2024-11-11,"Durham, North Carolina",17.4,90,13.08
2024-11-12,"Durham, North Carolina",15.2,60,0.0
2024-11-13,"Durham, North Carolina",8.8,61,0.0
2024-11-14,"Durham, North Carolina",8.7,85,17.91
2024-11-15,"Durham, North Carolina",11.6,82,23.27
2024-11-16,"Durham, North Carolina",11.8,71,0.0
2024-11-17,"Durham, North Carolina",10.7,76,0.0
2024-11-18,"Durham, North Carolina",13.0,73,0.0
2024-11-19,"Durham, North Carolina",15.0,68,0.1
2024-11-20,"Durham, North Carolina",16.5,88,8.36
2024-11-21,"Durham, North Carolina",9.5,50,0.0
2024-11-22,"Durham, North Carolina",6.7,52,0.0
2024-11-23,"Durham, North Carolina",8.7,66,0.0
2024-11-24,"Durham, North Carolina",9.6,70,0.0
2024-11-25,"Durham, North Carolina",11.0,75,0.0
